gtype	start	end	strand	function	CCNA	CC	geneName	rpkM
CDS	2194602	2196782	+	TonB-dependent receptor	CCNA_02048	CC_1970		454.347300167
CDS	2197425	2198894	+	imidazolonepropionase related amidohydrolase	CCNA_02050	CC_1972		180.293575001
CDS	2198894	2200246	+	imidazolonepropionase related amidohydrolase	CCNA_02051	CC_1973		112.313486356
CDS	2200445	2202532	+	topoisomerase IV subunit B	CCNA_02052	CC_1974		155.33444468
CDS	2202810	2203127	+	hypothetical protein	CCNA_02053	NA		14.9519399973
CDS	2206163	2207611	+	hypothetical protein	CCNA_02057	CC_1978		9.03319509812
CDS	2207608	2208831	+	hypothetical protein	CCNA_02058	CC_1979		22.0430940805
CDS	2210438	2211667	+	hypothetical protein	CCNA_02061	CC_1982		150.431846931
CDS	2215780	2217882	+	acylamino-acid-releasing enzyme	CCNA_02065	CC_1986		90.6701335561
CDS	2223019	2223858	+	ATP-dependent protease subunit	CCNA_02072	CC_1993		33.6666261685
CDS	2223933	2224532	+	cupin domain transcriptional regulator	CCNA_02073	CC_1994		30.7138561072
CDS	2224538	2225008	+	IAA acetyltransferase	CCNA_02074	CC_1995		25.8031820041
CDS	2230242	2230709	+	hypothetical protein	CCNA_03896	NA		322.488047343
CDS	2237630	2237962	+	HesB protein family	CCNA_02088	CC_2009		207.100884992
CDS	2238341	2239129	+	exodeoxyribonuclease III	CCNA_02090	CC_2011		165.403487023
CDS	2239178	2240098	+	hypothetical protein	CCNA_02091	CC_2012		279.833720296
CDS	2240848	2242695	+	hypothetical protein	CCNA_02093	CC_2014		45.0175344559
CDS	2243761	2244786	+	NAD/NADH-dependent eicosanoid dehydrogenase	CCNA_02095	CC_2016		20.5854135125
CDS	2245508	2247499	+	periplasmic glucan glucosyltransferase	CCNA_02097	CC_2018		225.787632637
CDS	2247588	2248484	+	molybdopterin-guanine dinucleotide biosynthesis protein A	CCNA_02098	CC_2019		217.044594412
CDS	2250611	2250997	+	glyoxalase family protein	CCNA_02101	CC_2022		33.9315205343
CDS	2251005	2252048	+	glycosyl hydrolase	CCNA_02102	CC_2023		35.0480085274
CDS	2261538	2262539	+	D-cysteine desulfhydrase	CCNA_02112	CC_2032		74.0225104357
CDS	2262551	2263219	+	aspartate racemase	CCNA_02113	CC_2033		172.551050439
CDS	2263969	2265600	+	secreted pectate lyase-family protein	CCNA_02115	CC_2035		30.151211636
CDS	2271309	2273888	+	ATP-dependent helicase	CCNA_02121	CC_2040		11.3697200609
CDS	2273885	2274592	+	DNA ligase-associated metallophosphoesterase	CCNA_02122	CC_2041		17.4351597417
CDS	2274928	2275422	+	transposase	CCNA_02123	CC_2042		3.74430515926
CDS	2279405	2279620	+	hypothetical protein	CCNA_02126	CC_2046		61.6352193223
CDS	2281453	2282658	+	acyl-CoA dehydrogenase	CCNA_02128	CC_2049		31.6735032382
CDS	2282731	2283864	+	acyl-CoA dehydrogenase, short-chain specific	CCNA_02129	CC_2050		10.1269878101
CDS	2300772	2301509	+	flagellar basal-body rod protein flgF	CCNA_02142	CC_2063	flgF	55.5837266065
CDS	2301523	2302311	+	flagellar basal-body rod protein flgG	CCNA_02143	CC_2064	flgG	57.4183319961
CDS	2302316	2303119	+	flagella basal body P ring formation protein flgA	CCNA_02144	CC_2065	flgA	37.3588129449
CDS	2303132	2303866	+	flagellar L-ring protein flgH	CCNA_02145	CC_2066	flgH	92.3048385309
CDS	2303983	2304447	+	hypothetical protein	CCNA_02146	CC_2067		38.9664698682
CDS	2304546	2304875	+	hypothetical protein	CCNA_02147	NA		93.9380088485
CDS	2304950	2305180	+	hypothetical protein	CCNA_02148	NA		47.8395291531
CDS	2310141	2310677	+	GCN5-related N-acetyltransferase	CCNA_02154	CC_2073		68.8768194778
CDS	2310846	2312024	+	hypothetical protein	CCNA_02155	CC_2074		27.171572352
CDS	2313968	2314924	+	GT2 family glycosyltransferase	CCNA_02158	CC_2077		19.4398804879
CDS	2314921	2315475	+	hypothetical protein	CCNA_02159	CC_2078		9.34736911976
CDS	2316227	2316895	+	TetR-family transcriptional regulator	CCNA_02161	CC_2080		181.663658055
CDS	2317218	2318078	+	hypothetical protein	CCNA_02163	CC_2081		85.3813877327
CDS	2322045	2322497	+	thioesterase superfamily protein	CCNA_02169	CC_2087		59.1991371312
CDS	2324890	2326095	+	ABC-type transporter, permease component	CCNA_02172	CC_2090		153.357713689
CDS	2326092	2326841	+	ABC transporter ATP-binding protein	CCNA_02173	CC_2091		75.4132426174
CDS	2326862	2327866	+	multidrug resistance efflux pump	CCNA_02174	CC_2092		123.260728752
CDS	2328416	2328604	+	hypothetical protein	CCNA_02176	NA		35.796979063
CDS	2328683	2328937	+	hypothetical protein	CCNA_02177	NA		0.403797615214
CDS	2329001	2329906	+	short-chain alcohol dehydrogenase	CCNA_02178	CC_2093		217.549307892
CDS	2330137	2331435	+	long-chain fatty acid transport protein precursor	CCNA_02179	CC_2094		461.998560169
CDS	2334262	2335152	+	tRNA delta(2)-isopentenylpyrophosphate transferase	CCNA_02183	CC_2098	miaA	30.8796408605
CDS	2334262	2335152	+	tRNA delta(2)-isopentenylpyrophosphate transferase	CCNA_02183	CC_2098	miaA	30.8796408605
CDS	2335149	2335619	+	competence damage-inducible protein cinA	CCNA_02184	CC_2099		30.9663903642
CDS	2335874	2335921	+	hypothetical protein	CCNA_03962	NA		2.64992184984
CDS	2336026	2337831	+	acetolactate synthase large subunit	CCNA_02185	CC_2100		19.4688135907
CDS	2337874	2338431	+	acetolactate synthase small subunit	CCNA_02186	CC_2101		63.3430371931
CDS	2339090	2339578	+	adapter for ClpXP proteolysis of tmRNA-tagged proteins SspB	CCNA_02187	CC_2102	sspB	513.237916724
CDS	2339575	2340048	+	PaaI-family thioesterase	CCNA_02188	CC_2103		246.278210064
CDS	2340056	2340829	+	peptidase, C13 family	CCNA_02189	CC_2104		68.5086477208
CDS	2340908	2343046	+	penicillin-binding protein	CCNA_02190	CC_2105		80.4367114851
CDS	2343127	2343513	+	hypothetical protein	CCNA_02191	CC_2106		272.273845468
CDS	2344537	2345928	+	fumarate hydratase	CCNA_02194	CC_2109		484.641987972
CDS	2345936	2346370	+	acetyltransferase	CCNA_02195	CC_2110		63.3474913937
CDS	2348573	2349316	+	methyltransferase	CCNA_02199	CC_2114		24.4069606938
CDS	2350414	2351211	+	SCP domain protein	CCNA_02202	CC_2118		61.5791363202
CDS	2354280	2354843	+	hypothetical protein	CCNA_02206	CC_2121		106.807691014
CDS	2354920	2355870	+	hypothetical protein	CCNA_02207	CC_2123		462.201781326
CDS	2355989	2356828	+	thymidylate synthase	CCNA_02208	CC_2124		215.508950441
CDS	2357949	2358464	+	dihydrofolate reductase	CCNA_02210	CC_2126		71.498002159
CDS	2358556	2359698	+	zinc ribbon domain protein	CCNA_02211	CC_2127		175.691706478
CDS	2359781	2360692	+	gluconolactonase	CCNA_02212	CC_2128		11.8881205795
CDS	2361994	2362434	+	hypothetical protein	CCNA_02214	CC_2130		58.7772753166
CDS	2365451	2366239	+	hypothetical protein	CCNA_02219	CC_2135		212.673141313
CDS	2376055	2376489	+	NTF2 superfamily protein	CCNA_02228	CC_2144		8.31962327898
CDS	2376611	2376871	+	hypothetical protein	CCNA_02229	CC_2146		3.02848211411
CDS	2379875	2382190	+	TonB-dependent receptor	CCNA_02232	CC_2149		3.19062882488
CDS	2382349	2383116	+	signal peptidase I	CCNA_02233	CC_2150		2.05053476476
CDS	2383642	2384997	+	SGNH hydrolase family protein	CCNA_02235	CC_2152		5.8693591415
CDS	2385001	2385906	+	polysaccharide deacetylase family	CCNA_02236	CC_2153		3.99786380626
CDS	2385974	2388190	+	Xaa-pro dipeptidyl-peptidase	CCNA_02237	CC_2154		176.341806311
CDS	2388328	2388534	+	hypothetical protein	CCNA_02238	CC_2155		66.6704975555
CDS	2391809	2393164	+	D-alanyl-D-alanine serine-type carboxypeptidase	CCNA_02243	CC_2161		139.761322815
CDS	2396214	2397071	+	pantoate-beta-alanine ligase	CCNA_02247	CC_2166		79.3511729688
CDS	2402492	2404267	+	hybrid CAP effector domain/patatin phospholipase protein	CCNA_02253	CC_2171		35.0321714821
CDS	2404323	2404409	+	hypothetical protein	CCNA_03965	NA		94.8924395753
CDS	2409393	2410118	+	lipoate-protein ligase B	CCNA_02258	CC_2176		97.2451446888
CDS	2410154	2410720	+	hypothetical protein	CCNA_02259	CC_2177		16.7875119659
CDS	2413447	2417358	+	laminin G domain protein	CCNA_02262	CC_2180		2.41457968147
CDS	2417355	2417846	+	glcG-family protein	CCNA_02263	CC_2181		7.34345358156
CDS	2418653	2419132	+	peptide methionine sulfoxide reductase msrB	CCNA_02265	CC_2183		65.5981844591
CDS	2419189	2420253	+	glutathione S-transferase GST	CCNA_02266	CC_2184		13.6665587234
CDS	2420364	2420987	+	serine hydrolase family protein	CCNA_02267	CC_2185		4.45536311018
CDS	2421986	2422978	+	L-aminopeptidase/D-esterase dmpA	CCNA_02269	CC_2187		30.4556116732
CDS	2426768	2428969	+	TonB-dependent outer membrane channel	CCNA_02277	CC_2194		65.5868551578
CDS	2429076	2429684	+	hypothetical protein	CCNA_02278	CC_2195		202.475661343
CDS	2429681	2430310	+	disulfide bond formation protein B	CCNA_02279	CC_2196		241.22581106
CDS	2430307	2430867	+	2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	CCNA_02280	CC_2197		106.239800367
CDS	2430959	2432740	+	membrane alanine aminopeptidase	CCNA_02281	CC_2198		33.588619811
CDS	2432848	2433369	+	hypothetical protein	CCNA_02282	CC_2199		112.094450051
CDS	2435754	2436383	+	TetR-family transcriptional regulator	CCNA_02287	CC_2204		43.9706760282
CDS	2436380	2437219	+	tRNA synthetase class I, catalytic domain protein	CCNA_02288	CC_2205		17.2335053636
CDS	2436380	2437219	+	tRNA synthetase class I, catalytic domain protein	CCNA_02288	CC_2205		17.2335053636
CDS	2441149	2442567	+	argininosuccinate lyase	CCNA_02294	CC_2211		133.120890335
CDS	2442546	2442866	+	hypothetical protein	CCNA_02295	CC_2212		223.61708121
CDS	2442876	2444141	+	diaminopimelate decarboxylase	CCNA_02296	CC_2213		81.6398401187
CDS	2445821	2446528	+	cell division ATP-binding protein FtsE	CCNA_02299	CC_2216	ftsE	59.0040710198
CDS	2446525	2447418	+	cell division protein FtsX	CCNA_02300	CC_2217	ftsX	102.971779444
CDS	2447415	2448032	+	YdcF-like family protein	CCNA_02301	CC_2218		116.772977827
CDS	2448029	2448739	+	1-acyl-sn-glycerol-3-phosphate acyltransferase	CCNA_02302	CC_2219		235.603981966
CDS	2449310	2450335	+	hypothetical protein	CCNA_02304	CC_2221		54.3414773106
CDS	2450438	2451238	+	chorismate mutase-family protein	CCNA_02305	CC_2222		39.9978929902
CDS	2451284	2452405	+	histidinol-phosphate aminotransferase	CCNA_02306	CC_2223		116.920463224
CDS	2452412	2453350	+	cyclohexadienyl dehydrogenase	CCNA_02307	CC_2224		53.0290765923
CDS	2454519	2454854	+	EF hand domain protein	CCNA_02309	CC_2226		66.5725264726
CDS	2455008	2456885	+	glycosyl hydrolase, family 9	CCNA_02310	CC_2227		3.38486898696
tRNA	2456952	2457026	+	tRNA-Gly	CCNA_R0054	CC_t32		120.372069095
CDS	2457093	2457431	+	hypothetical protein	CCNA_02311	CC_2228		55.3881684586
CDS	2463535	2464719	+	O-succinylhomoserine sulfhydrylase	CCNA_02321	CC_2238		142.617228604
CDS	2464700	2465164	+	Co2+/Mg2+ efflux protein ApaG	CCNA_02322	CC_2239		148.675676776
CDS	2465238	2465672	+	hypothetical protein	CCNA_03966	NA		89.6569946333
CDS	2470434	2470955	+	cell cycle regulatory protein GcrA	CCNA_02328	CC_2245	gcrA	939.89116462
CDS	2471231	2472748	+	exodeoxyribonuclease VII large subunit	CCNA_02329	CC_2246		78.473198601
CDS	2472776	2472991	+	hypothetical protein	CCNA_02330	CC_2247		241.689697606
CDS	2472976	2473827	+	peptidoglycan-specific endopeptidase, M23 family	CCNA_02331	CC_2248		131.081379016
CDS	2473963	2474481	+	chemotaxis receiver protein cheYIII	CCNA_02332	CC_2249		296.942963049
CDS	2475540	2475935	+	transcriptional regulator of stalk biogenesis staR	CCNA_02334	CC_2251	staR	246.790701571
CDS	2475998	2476834	+	inositol monophosphatase family protein	CCNA_02335	CC_2252		93.1810034463
CDS	2480879	2481337	+	small heat shock protein	CCNA_02341	CC_2258		403.969163221
CDS	2485010	2485225	+	hypothetical protein	CCNA_02345	CC_2262		330.118571188
CDS	2485222	2486178	+	arabinose-5-phosphate isomerase	CCNA_02346	CC_2263		147.715243597
CDS	2486278	2487774	+	phosphomannomutase/phosphoglucomutase	CCNA_02347	CC_2264		203.41810625
CDS	2487854	2488291	+	acetyltransferase, GNAT family	CCNA_02348	CC_2265		22.7551019122
CDS	2488425	2489324	+	nucleoside phosphorylase	CCNA_02349	CC_2266		44.4850372761
CDS	2489366	2489764	+	dimeric ferredoxin-like protein	CCNA_02350	CC_2267		49.2147318994
CDS	2493653	2494216	+	phosphohydrolase, MutT/nudix family protein	CCNA_02354	CC_2271		280.940042926
CDS	2494298	2495023	+	endonuclease III	CCNA_02355	CC_2272		46.132208953
CDS	2502410	2502739	+	hypothetical protein	CCNA_02363	CC_2280		646.700235203
CDS	2509312	2510400	+	CelR-family transcriptional regulator	CCNA_02367	CC_2284		35.0959084298
CDS	2514140	2516905	+	TonB-dependent maltose outer membrane transporter malA	CCNA_02370	CC_2287	malA	12.4949522365
CDS	2517092	2518606	+	tryptophan halogenase superfamily protein	CCNA_02371	CC_2288		6.93652339007
CDS	2520245	2520523	+	hypothetical protein	CCNA_02376	NA		4.53729578386
CDS	2521693	2522439	+	SIMPL family protein	CCNA_02378	CC_2294		78.6959388446
CDS	2523526	2524176	+	hypothetical protein	CCNA_02381	CC_2296		22.3344740858
CDS	2524178	2525074	+	membrane peptidase, M23 family	CCNA_02382	CC_2297		10.888355427
CDS	2534303	2535016	+	phosphoglycolate phosphatase	CCNA_02390	CC_2305		51.9889429588
tRNA	2535064	2535138	+	tRNA-Val	CCNA_R0056	CC_t34		293.237828169
CDS	2535329	2536108	+	oxidoreductase	CCNA_02391	CC_2306		23.354256303
CDS	2536118	2536504	+	SnoaL-like domain protein	CCNA_02392	CC_2307		15.7215001737
CDS	2536532	2536969	+	NTF2 superfamily protein	CCNA_03898	NA		26.6478768671
CDS	2537009	2537350	+	beta-lactamse domain-containing protein	CCNA_03881	NA		6.11009549337
CDS	2539482	2540201	+	DeoR-family transcriptional regulator	CCNA_02397	CC_2312		35.9590188799
CDS	2543511	2544563	+	SalR-family ligand-binding transcriptional regulator	CCNA_02401	CC_2316		98.5306445842
CDS	2546366	2547481	+	ABC transporter permease protein	CCNA_02403	CC_2318		72.1354046211
CDS	2547478	2548314	+	ABC transporter ATP-binding protein	CCNA_02404	CC_2319		74.2249487321
CDS	2548314	2549252	+	ABC membrane transporter, periplasmic component	CCNA_02405	CC_2320		85.6005791166
CDS	2549249	2549899	+	membrane lipoprotein	CCNA_02406	CC_2321		62.583978312
CDS	2552018	2553811	+	hybrid sensor histidine kinase/receiver protein	CCNA_02409	CC_2324		172.50868854
CDS	2553957	2555147	+	alpha-methylacyl-CoA racemase	CCNA_02410	CC_2325		15.9408516989
CDS	2556193	2556915	+	TonB protein	CCNA_02412	CC_2327		7.79530458417
CDS	2559422	2559829	+	Xre-family transcriptional regulator	CCNA_02415	CC_2330		208.453096104
CDS	2560136	2560414	+	DNA-binding protein HU	CCNA_02416	CC_2331		8434.80029787
CDS	2560536	2561765	+	biotin synthase related domain containing protein	CCNA_02417	CC_2332		14.1772357829
CDS	2561765	2563204	+	uracil DNA glycosylase superfamily protein	CCNA_02418	CC_2333		3.4448984048
CDS	2567906	2568505	+	TetR-family transcriptional regulator	CCNA_02424	CC_2338		34.0805187241
tRNA	2577622	2577696	+	tRNA-Thr	CCNA_R0059	CC_t37		132.16295946
CDS	2578809	2579783	+	quinone oxidoreductase	CCNA_02438	CC_2353		8.15981796283
CDS	2582586	2582744	+	HTH DNA-binding protein	CCNA_02441	CC_2356		8.59022285196
CDS	2586432	2587169	+	copper homeostasis protein cutC	CCNA_02445	CC_2360		13.9195275488
CDS	2589931	2590584	+	hypothetical protein	CCNA_02449	CC_2364		135.378707348
CDS	2590749	2591180	+	hypothetical protein	CCNA_02450	CC_2365		200.153224166
CDS	2591191	2591835	+	hypothetical protein	CCNA_02451	CC_2366		108.903277759
CDS	2591981	2592478	+	hypothetical protein	CCNA_02452	CC_2367		37.3269542498
CDS	2599611	2601062	+	methylmalonyl-CoA mutase beta subunit	CCNA_02458	CC_2373		52.606319478
CDS	2601067	2603211	+	methylmalonyl-CoA mutase alpha subunit	CCNA_02459	CC_2374		46.4706108642
CDS	2604354	2604671	+	hypothetical protein	CCNA_02462	CC_2377		122.80590208
tRNA	2607991	2608064	+	tRNA-Cys	CCNA_R0060	CC_t38		1891.04152766
CDS	2611950	2612546	+	protein hipA	CCNA_02469	CC_2386		5.88448785991
CDS	2613137	2613619	+	hypothetical protein	CCNA_03967	NA		182.03497461
CDS	2613665	2614930	+	cobalt-zinc-cadmium resistance protein czcC	CCNA_02471	CC_2388		21.9433384145
CDS	2614927	2616189	+	cobalt-zinc-cadmium resistance protein czcB	CCNA_02472	CC_2389		64.8953602028
CDS	2616158	2619331	+	cobalt-zinc-cadmium resistance protein czcA	CCNA_02473	CC_2390		70.7838518069
CDS	2620910	2621986	+	vanillate demethylase oxygenase subunit A vanA	CCNA_02476	CC_2393	vanA	16.8548948858
CDS	2621983	2622933	+	vanillate demethylase oxidoreductase subunit vanB	CCNA_02477	CC_2394	vanB	5.63342256557
CDS	2635157	2636377	+	4-hydroxybenzoate 3-monooxygenase	CCNA_02487	CC_2404		8.02882604698
CDS	2636384	2637121	+	acetate/3-ketoacid CoA transferase, subunit A	CCNA_02488	CC_2405		9.0033736563
CDS	2637121	2637768	+	acetate/3-ketoacid CoA transferase, subunit B	CCNA_02489	CC_2406		6.80941117323
CDS	2637765	2638964	+	3-ketoacyl-CoA thiolase	CCNA_02490	CC_2407		4.14902049633
CDS	2638974	2639681	+	protocatechuate 3,4-dioxygenase beta chain	CCNA_02491	CC_2408		2.66917067684
CDS	2639674	2640324	+	protocatechuate 3,4-dioxygenase alpha chain	CCNA_02492	CC_2409		4.65669830449
CDS	2640344	2641492	+	3-carboxy-cis,cis-muconate cycloisomerase	CCNA_02493	CC_2410		2.40644401234
CDS	2641492	2642673	+	3-oxoadipate enol-lactonase/4-carboxymuconolactone decarboxylase	CCNA_02494	CC_2411		6.01084521125
CDS	2642733	2643950	+	4-hydroxybenzoate transporter	CCNA_02495	CC_2412		2.86189073345
CDS	2648023	2648679	+	YjbJ-related lytic transglycosylase	CCNA_02498	CC_2416		38.747976638
CDS	2648692	2649006	+	type IV secretory pathway, VirB2 protein	CCNA_02499	CC_2417		41.7065251143
CDS	2649003	2649287	+	type IV secretory pathway, VirB3 protein	CCNA_02500	CC_2418		20.6786884002
CDS	2649284	2651668	+	type IV secretory pathway, VirB4 ATPase	CCNA_02501	CC_2419		18.0210558337
CDS	2651668	2652828	+	type IV secretory pathway, VirB6 channel protein	CCNA_02502	CC_2420		17.6413648042
CDS	2652825	2653583	+	type IV secretory pathway, VirB9 channel protein	CCNA_02503	CC_2421		11.1762561286
CDS	2653597	2654748	+	type IV secretory pathway, VirB10 channel protein	CCNA_02504	CC_2422		12.0666084234
CDS	2654745	2655713	+	type IV secretory pathway, VirB11 ATPase	CCNA_02505	CC_2423		9.99180321858
CDS	2656649	2658154	+	polyisoprenylphosphate hexose-1-phosphotransferase hfsE	CCNA_02507	CC_2425	hfsE	43.5811848452
CDS	2658342	2659604	+	oligosaccharide translocase/flippase hfsF	CCNA_02508	CC_2426	hfsF	29.6901548194
CDS	2659601	2660530	+	glycosyltransferase hfsG	CCNA_02509	CC_2427	hfsG	37.9016164797
CDS	2660530	2661303	+	oligosaccharide deacetylase hfsH	CCNA_02510	CC_2428	hfsH	21.7041218178
CDS	2664933	2665673	+	polysaccharide secretin protein hfsD	CCNA_02514	CC_2432	hfsD	40.0895830732
CDS	2667090	2667611	+	hypothetical protein	CCNA_02517	CC_2435		224.566009944
CDS	2671117	2671587	+	endonuclease involved in recombination	CCNA_02521	CC_2439		124.347803832
CDS	2671693	2672145	+	hypothetical protein	CCNA_02522	CC_2440		92.6595189879
CDS	2672380	2672874	+	hypothetical protein	CCNA_02523	CC_2441		662.589059547
CDS	2673609	2674607	+	aspartate carbamoyltransferase	CCNA_02525	CC_2443		45.7606982107
CDS	2674604	2674744	+	hypothetical protein	CCNA_03968	NA		42.3128352113
CDS	2674741	2676042	+	dihydroorotase	CCNA_02526	CC_2444		54.207969024
CDS	2676011	2676541	+	hypothetical protein	CCNA_02527	NA		51.7351436103
CDS	2676573	2677229	+	PlsY-like acyl-phosphate glycerol 3-phosphate acyltransferase	CCNA_02528	CC_2446		142.315611554
CDS	2677226	2678323	+	DNA recombination-mediator protein A, SMF family	CCNA_02529	CC_2447	dprA	25.6345289331
CDS	2678387	2679592	+	SAM-dependent methyltransferase	CCNA_02530	CC_2448		40.487742227
CDS	2680697	2680966	+	hypothetical protein	CCNA_02533	NA		49.1623596523
CDS	2681312	2684011	+	DNA topoisomerase I	CCNA_02535	CC_2451		178.120736371
CDS	2684051	2684416	+	hypothetical protein	CCNA_03900	NA		188.700914241
CDS	2684623	2686905	+	ribonuclease R	CCNA_02537	CC_2453		92.7540632425
CDS	2688132	2689277	+	aspartate aminotransferase	CCNA_02539	CC_2455		38.2286407179
CDS	2690943	2691671	+	MutT/nudix family phosphohydrolase	CCNA_02541	CC_2457		12.8367760392
CDS	2691699	2692151	+	hypothetical protein	CCNA_02542	CC_2458		17.355274985
CDS	2692233	2692400	+	LSU ribosomal protein L33P	CCNA_02543	CC_2459		2917.31158317
CDS	2696440	2697087	+	hypothetical protein	CCNA_02548	CC_2464		40.9966745447
CDS	2697084	2697974	+	glucokinase	CCNA_02549	CC_2465		124.154170799
CDS	2697983	2699239	+	DNA polymerase IV-kappa DinB	CCNA_02550	CC_2466	dinB	23.0786238433
CDS	2699236	2699430	+	hypothetical protein	CCNA_02551	NA		38.5782029305
CDS	2699457	2699786	+	ATP-dependent Clp protease adaptor protein ClpS	CCNA_02552	CC_2467	clpS	301.177957639
CDS	2699800	2702130	+	ATP-dependent clp protease ATP-binding subunit ClpA	CCNA_02553	CC_2468	clpA	171.828357787
CDS	2702239	2702601	+	hypothetical protein	CCNA_02554	CC_2469		161.293787085
